Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB"
446,446,8,5.857142857142857,4,1680244.738853503,7,0.0,0.0,0.0,8223566.878980892,8714649.681528661,25016560.50955414,8223566.878980892,8714649.681528661,25016560.50955414,657250955.4140127,646635668.7898089,799566242.0382165,667256687.8980892,680701273.8853503,1090969426.751592,6369.426751592357,6369.426751592357,6369.426751592357,31899363.05732484,42734394.9044586,23615286.62420382,0.0,0.0,0.0,0.0,0.0,0.0,1019108.280254777,0.0,56502547.77070063,642561783.4394904,646681528.6624204,1035837579.617834,643580891.7197452,646681528.6624204,1092370700.636943,1805566242.038217,1974896178.343949,2534525477.707006,1785777707.006369,1957103184.713376,2499643312.101911,15461146.49681529,13546496.81528662,29146496.81528662,19788535.03184713,17792993.63057325,34882165.60509554
447,447,4,3.6,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552866.242038216,11806369.42675159,0.0,2400000.0,13938216.56050955,0.0,0.0,0.0,0.0,614649.6815286624,1288535.031847134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785350.318471337,12649681.52866242,0.0,1785350.318471337,12649681.52866242,0.0,27177070.06369426,40009554.14012739,0.0,26672611.46496815,39196815.2866242,0.0,489171.974522293,845859.8726114649,0.0,504458.5987261146,812738.8535031846,0.0
448,448,3,2.0,0,0.0,2,0.0,0.0,221019.1082802548,0.0,0.0,188278343.9490446,0.0,0.0,204971337.5796178,0.0,92993.6305732484,552141401.2738854,0.0,133757.9617834395,2275523566.878981,0.0,6369.426751592357,318471.3375796178,0.0,6369.426751592357,1081439490.44586,0.0,0.0,0.0,0.0,0.0,19093630.57324841,0.0,127388.5350318471,3184.713375796178,0.0,0.0,1379958598.726115,0.0,127388.5350318471,1379961783.43949,0.0,0.0,6203012101.910828,0.0,0.0,5169804458.598726,0.0,0.0,274235668.7898089,0.0,0.0,358730573.2484076
449,449,0,0.0,0,0.0,0,0.0,0.0,0.0,34394.90445859872,0.0,0.0,34394.90445859872,0.0,0.0,21452866.24203822,25787898.08917197,22863694.26751592,22595541.40127388,33700636.94267516,33597452.22929936,0.0,0.0,0.0,107643.3121019108,122929.9363057325,405095.5414012739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22522292.99363057,33577707.00636943,33192356.68789809,22522292.99363057,33577707.00636943,33192356.68789809,63202547.77070063,51429936.30573248,56356687.89808917,63379617.8343949,51881528.66242038,56910828.02547771,65605.09554140127,22292.99363057325,501273.8853503185,-177070.0636942675,-451592.3566878981,-554140.1273885351
450,450,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,52229.29936305733,0.0,0.0,52229.29936305733,0.0,0.0,3662420.382165605,0.0,0.0,15293630.57324841,0.0,0.0,0.0,0.0,0.0,24840.76433121019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207006.369426752,0.0,0.0,14114012.7388535,0.0,0.0,15321019.10828026,0.0,0.0,31395541.40127388,0.0,0.0,31343949.04458598,0.0,0.0,22929.93630573248,0.0,0.0,51592.35668789809
451,451,13,13.0,1,12856.54140127389,1,0.0,74522.29299363057,61783.43949044586,3127388.535031847,4401910.828025478,5442038.216560509,3127388.535031847,4476433.121019108,5688535.031847133,35977070.06369427,69226114.64968152,52272611.46496815,58892993.63057324,110131210.1910828,143445222.9299363,6369.426751592357,6369.426751592357,6369.426751592357,45068152.86624204,82711464.96815287,122438853.5031847,0.0,7643312.101910828,5095541.401273885,0.0,7643312.101910828,5095541.401273885,3184713.375796178,0.0,0.0,13767515.92356688,23361146.49681529,20486624.20382165,16952229.29936306,24252866.24203822,21598726.11464968,355757324.8407643,494752229.299363,587256050.9554139,293000636.9426752,398428662.4203821,461467515.9235669,28017197.4522293,47191719.74522293,49644585.98726115,27926751.59235669,48571974.52229299,51078980.89171974
452,452,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,876433.1210191082,0.0,0.0,876433.1210191082,0.0,0.0,76144585.98726115,0.0,0.0,88615923.56687897,0.0,0.0,6369.426751592357,0.0,0.0,1908280.25477707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87584076.43312101,0.0,0.0,87584076.43312101,0.0,0.0,370206369.4267516,0.0,0.0,347122929.9363057,0.0,0.0,2524203.821656051,0.0,0.0,2375796.178343949
453,453,1,1.0,0,0.0,1,0.0,0.0,0.0,92993.6305732484,181647770.7006369,981951592.356688,1861783.439490446,185194904.4585988,981951592.356688,92448407.6433121,112055414.0127388,500087898.089172,166843949.044586,674280891.7197452,821997452.2292993,318471.3375796178,289490445.8598726,289490445.8598726,69777070.06369427,399715923.566879,439827388.5350319,0.0,296470063.6942675,726482165.6050955,0.0,305131210.1910828,727228025.477707,0.0,0.0,0.0,90490445.8598726,136226751.5923567,605798089.1719745,98928662.42038216,154628662.4203822,636893630.5732484,850577707.0063694,832482802.5477706,919359235.6687896,756712738.8535031,681803184.7133758,744964968.1528662,17997452.22929936,56242038.21656051,58893630.57324841,34924203.82165605,86079617.8343949,99159235.6687898
454,454,0,0.0,0,0.0,0,0.0,0.0,0.0,16954777.0700637,13991082.80254777,11170063.69426752,452504458.5987261,449410828.0254777,446575159.2356688,218188535.0318471,289412101.910828,263724203.821656,724398089.1719745,770794904.4585987,774236305.7324841,2229299.363057325,2229299.363057325,2229299.363057325,1009613375.796178,1020171337.579618,1007245859.872611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167289171.9745223,200034394.9044586,213565605.0955414,167289171.9745223,200034394.9044586,213565605.0955414,4070085987.261147,4096538853.503184,4157056050.955414,3587329936.305732,3595510191.082802,3641879617.834395,490670063.6942675,520766878.9808917,523554777.0700637,441554777.0700637,462156050.955414,476626751.5923567
455,455,14,6.381818181818182,63,76431896.26114649,110,0.0,0.0,0.0,7983405095.541401,9024734394.90446,27915705095.5414,10274312101.91083,12081374522.29299,30342287261.1465,159297452.2292994,203675159.2356688,2251832484.076433,402781528.6624204,413492993.6305732,2553808917.197452,9162993630.573248,10182108280.25478,10175738853.50318,9556022292.99363,10378077070.06369,11349707006.36943,0.0,0.0,19770247770.70064,662245222.9299363,810775796.1783439,20625176433.12102,0.0,0.0,0.0,263023566.8789809,325694904.4585987,905764331.210191,458826114.6496815,1306014649.681529,921213375.7961783,0.0,1326114.649681529,7851592.356687898,0.0,1208917.197452229,7697452.229299363,-465533121.0191082,-467980891.7197452,-471747133.7579618,0.0,26114.64968152866,154140.127388535
456,456,3,1.428571428571429,0,0.0,7,0.0,0.0,0.0,138568789.8089172,131517834.3949044,126012101.910828,138618471.3375796,132564331.2101911,129534394.9044586,20573885.35031847,18270700.63694268,27075159.23566879,158787898.089172,134368789.8089172,161152229.299363,5973885.350318471,5973885.350318471,5443312.101910828,45101910.82802548,39755414.01273885,26134394.9044586,0.0,0.0,0.0,357324.8407643312,355414.0127388535,348407.6433121019,0.0,0.0,0.0,251738853.5031847,226821656.0509554,264184076.433121,251947133.7579618,226821656.0509554,264203821.6560509,911322292.9936304,812986624.2038217,308886624.2038217,792810191.0828025,712920382.1656051,270424840.7643312,3275796.178343949,-6343949.044585987,-4091082.802547771,13319108.28025478,-6142038.216560509,-3540764.331210191
457,457,7,4.428571428571429,4,319808.4458598726,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3143312.101910828,0.0,0.0,11613375.79617834,0.0,0.0,0.0,0.0,0.0,661146.4968152866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10952229.29936306,0.0,0.0,10952229.29936306,0.0,0.0,41192356.68789808,0.0,0.0,40596178.34394904,0.0,0.0,577707.0063694267,0.0,0.0,596178.3439490446
458,458,47,32.11111111111111,9,1198168.133757962,9,0.0,0.0,0.0,1091941401.273885,1343194904.458599,2356947770.700637,1253485350.318471,1589501273.88535,2450955414.012739,2898657961.783439,4051494267.515924,6225485350.318471,5479286624.203821,7726824840.764331,11035980254.77707,294643949.044586,392212101.910828,392212101.910828,1924082165.605096,2091010191.082802,2177456687.898089,0.0,0.0,573248407.6433121,206151592.3566879,304187261.1464968,703839490.4458598,639171337.5796179,1046390445.859873,1568220382.165605,3777550318.471337,5590247133.757961,8821299363.057325,4602538216.56051,6921128662.420382,10605639490.44586,6573059235.66879,8351215286.624204,16086249044.58599,6144222929.936305,8121759872.611464,15561314012.73885,130195541.4012739,96563694.26751591,135195541.4012739,198244585.9872611,-114679617.8343949,162688535.0318471
459,459,3,3.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,150955.4140127389,0.0,0.0,150955.4140127389,509554.1401273885,0.0,18922929.93630573,1049044.585987261,0.0,37259235.66878981,0.0,0.0,6369.426751592357,329299.3630573248,0.0,6329299.363057325,0.0,0.0,0.0,0.0,0.0,12738.85350318471,0.0,0.0,3032484.076433121,719745.2229299363,0.0,28035668.78980892,719745.2229299363,0.0,31068152.86624204,12670700.63694268,0.0,181400636.9426752,12258598.72611465,0.0,146345859.8726115,403821.6560509554,0.0,4310191.082802547,412101.9108280255,0.0,6233757.961783439
460,460,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,461,0,0.0,0,0.0,0,0.0,5732.484076433121,7006.369426751592,0.0,2017197.4522293,5036942.675159236,0.0,2022929.936305732,5043949.044585987,0.0,19073885.35031847,16471974.52229299,0.0,52846496.81528662,56611464.96815287,0.0,6369.426751592357,6369.426751592357,0.0,13546496.81528662,25267515.92356688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41322929.93630573,36387898.08917198,0.0,41322929.93630573,36387898.08917198,0.0,155236305.7324841,324852229.299363,0.0,130670063.6942675,273995541.4012738,0.0,18163694.26751592,28642038.21656051,0.0,18023566.87898089,24582802.5477707
462,462,2,1.857142857142857,0,0.0,7,0.0,0.0,0.0,14829299.36305732,4369426.751592357,3960509.554140127,14817197.4522293,4361146.496815287,3952866.242038216,66046496.81528662,169264331.2101911,254463057.3248408,117340764.3312102,258214012.7388535,308200000.0,12738.85350318471,12738.85350318471,12738.85350318471,598089.1719745223,1579617.834394904,3433757.961783439,0.0,0.0,0.0,789171.974522293,1103821.656050955,1102547.770700637,0.0,27189171.97452229,0.0,130770700.6369427,232703184.7133757,307616560.5095541,130770700.6369427,259892356.6878981,307616560.5095541,637519745.22293,1089274522.292994,1595198726.11465,612605732.4840764,1084498089.171974,1608131210.191083,1003821.656050955,-239490.4458598726,4192993.630573248,20798089.17197452,917197.4522292992,-17683439.49044586
463,463,5,5.0,0,0.0,1,0.0,24840.76433121019,20382.16560509554,4147133.757961783,10848407.6433121,17434394.9044586,4177070.063694268,12838853.50318471,18950955.41401274,91466242.03821656,66940764.33121019,68802547.77070063,149707006.3694268,137095541.4012739,112594904.4585987,0.0,63694.26751592357,636942.6751592356,2817834.394904458,6883439.49044586,8721656.050955413,14771337.57961783,23435031.84713376,21672611.46496815,14771337.57961783,23608917.19745223,22033121.01910828,3932484.076433121,10574522.29299363,13106369.42675159,132362420.3821656,108827388.5350318,86877707.00636943,136294904.4585987,119442038.2165605,100791082.8025478,381942675.1592357,499908280.2547771,289359235.6687898,377153503.1847134,447535031.8471338,232065605.0955414,3781528.662420382,5406369.426751592,3054140.127388535,4789171.974522293,14587261.14649682,11056687.89808917
464,464,0,0.0,0,0.0,0,15923.56687898089,29936.30573248408,28025.47770700637,0.0,0.0,0.0,10529936.30573248,13833121.01910828,590538216.5605096,2067929299.363057,2494216560.509554,5163324840.764331,3857275159.235669,4037202547.770701,7482069426.751592,382165.6050955414,382165.6050955414,382165.6050955414,57918471.33757962,89241401.27388534,256319745.2229299,0.0,0.0,0.0,193954777.0700637,121907006.3694267,200326751.5923567,28025.47770700637,0.0,0.0,3371833121.019108,3562954140.127388,7086968789.808917,3615931210.191082,3839887261.146497,7615961783.43949,8151747770.700637,9508745222.929935,12509359235.66879,7686749044.585987,8887733121.019108,11749382802.54777,79330573.24840765,73034394.9044586,217260509.5541401,159671974.522293,201237579.6178344,196326751.5923567
465,465,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,272611.4649681529,0.0,0.0,272611.4649681529,0.0,0.0,2482802.5477707,0.0,0.0,8731847.133757962,0.0,0.0,6369.426751592357,0.0,0.0,1015286.624203822,0.0,0.0,4257324.840764331,0.0,0.0,4257324.840764331,0.0,0.0,0.0,0.0,0.0,3731847.133757961,0.0,0.0,3731847.133757961,0.0,0.0,18577707.00636943,0.0,0.0,14536305.73248408,0.0,0.0,1261783.439490446,0.0,0.0,1533121.01910828
466,466,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,467,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.885350318471,636.9426751592356,0.0,1910.828025477707,335031.847133758,0.0,144585.9872611465,2978343.949044586,0.0,6369.426751592357,6369.426751592357,0.0,27388.53503184713,215923.5668789809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118471.3375796178,2763694.267515924,0.0,118471.3375796178,2763694.267515924,0.0,1326751.592356688,10310828.02547771,0.0,1177070.063694268,8629299.363057325,0.0,26114.64968152866,235668.7898089172,0.0,35031.84713375796,254140.127388535
468,468,5,5.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1037579.617834395,0.0,0.0,1037579.617834395,0.0,0.0,1305095.541401274,0.0,0.0,3539490.445859872,0.0,0.0,0.0,0.0,0.0,2796178.343949045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12738.85350318471,0.0,0.0,1768152.866242038,0.0,0.0,1780891.719745223,0.0,0.0,46459235.66878981,0.0,0.0,38455414.01273885,0.0,0.0,8042675.159235668,0.0,0.0,8003821.656050955
469,469,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575796.178343948,0.0,0.0,9573248.407643313,0.0,0.0,0.0,0.0,0.0,542675.1592356687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030573.248407643,0.0,0.0,9030573.248407643,0.0,0.0,53302547.77070063,0.0,0.0,51582165.60509554,0.0,0.0,1026114.649681529,0.0,0.0,1720382.165605095
470,470,565,123.4,3,6588764.33121019,5,0.0,0.0,9750318.47133758,1171980254.77707,1778169426.751592,2691184713.375796,1172055414.012739,1816766242.038217,2700935031.847134,263186624.2038217,328216560.5095541,679273885.3503184,676371337.5796179,1582012101.910828,4446515286.624204,957324.8407643312,1720382.165605095,3399363.057324841,1545256687.898089,3029452866.242038,6191438853.503184,19868789.8089172,0.0,0.0,37250955.41401274,47341401.27388535,84028662.42038216,63694.26751592357,63694.26751592357,63694.26751592357,257296815.2866242,313848407.6433121,857828662.4203821,265919108.2802548,321984076.433121,871982802.5477706,566301273.8853503,159056687.8980892,135091719.7452229,523247133.7579618,218066878.9808917,324517834.3949044,24814012.7388535,-48376433.12101911,-155953503.1847134,-166878.9808917198,-99310828.0254777,-231915286.6242038
471,471,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6110828.025477706,3264331.210191083,0.0,56838216.56050956,50983439.49044586,0.0,6369.426751592357,6369.426751592357,0.0,19607643.31210191,24631847.13375796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37230573.24840764,26351592.3566879,0.0,37230573.24840764,26351592.3566879,0.0,524459235.6687898,579885350.3184713,0.0,468107643.3121019,490599363.0573248,0.0,54092993.63057324,84779617.8343949,0.0,53642038.21656051,85003184.71337579
472,472,0,0.0,0,0.0,0,3541401.27388535,3022929.936305732,2504458.598726115,787167515.9235668,781298089.1719745,827719745.22293,796670700.6369426,790980254.77707,837339490.4458598,974129299.3630573,1083180254.77707,1131070063.694268,1931364968.152866,1999394267.515924,2088853503.184713,479699363.0573248,479699363.0573248,479699363.0573248,733327388.5350318,1099238216.560509,844466242.0382165,0.0,0.0,0.0,11731847.13375796,10408280.25477707,11350955.41401274,659280254.77707,178552866.2420382,493506369.4267516,1252064331.210191,1407181528.662421,1489467515.923567,1982976433.121019,1680728025.477707,2070375796.178344,9898696815.286625,10287060509.55414,11229989808.9172,7759419745.22293,8043629936.305732,8873382802.54777,409311464.9681528,502527388.5350319,376739490.4458599,579573248.4076433,576475796.1783439,506280254.7770701
473,473,0,0.0,0,0.0,0,0.0,0.0,0.0,11328662.42038216,42575159.23566879,237510828.0254777,11367515.92356688,43838216.56050956,238583439.4904459,1385262420.382165,3378978343.949044,5884433121.019108,1683512101.910828,4696709554.140127,11161024840.76433,254777.0700636942,4713375.796178344,4713375.796178344,41720382.16560509,205143949.044586,538959235.6687897,0.0,0.0,0.0,686624.2038216561,2538853.503184713,228321656.0509554,52945222.92993631,698246496.8152866,1564573885.350318,1599526751.592357,3834618471.337579,9067753503.184711,1652471974.522293,4532864968.152866,10632327388.53503,2351497452.229299,11281885987.26115,16563668789.80892,1930353503.184713,10265951592.35669,15211780254.77707,41950318.47133758,201861146.4968153,429410191.0828025,45825477.70700637,294393630.5732484,802198089.1719745
474,474,0,0.0,0,0.0,0,0.0,4458.598726114649,5732.484076433121,167840127.388535,249867515.9235669,265326114.6496815,168059872.6114649,250445859.8726114,267947770.7006369,82273248.4076433,41312738.85350318,72591719.74522293,139620382.1656051,233147133.7579618,393715286.6242038,6369.426751592357,6369.426751592357,76439490.44585986,102547.770700637,29579617.83439491,103616560.5095541,66083439.49044586,335042038.2165605,335621656.0509554,67457961.78343949,342502547.7707006,343101273.8853503,203300000.0,38575796.17834394,43358598.72611465,36820382.16560509,72935668.78980891,171586624.2038217,240120382.1656051,111511464.9681529,214945222.9299363,206826751.5923567,349561783.4394904,451469426.7515923,186677707.0063694,299566242.0382165,376110191.0828025,4306369.426751592,10548407.6433121,-1791082.802547771,5757324.840764331,19224840.76433121,20363694.26751592
475,475,1,1.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,57858598.72611465,0.0,0.0,57858598.72611465,0.0,0.0,243747770.7006369,0.0,0.0,302771337.5796178,0.0,0.0,12738.85350318471,0.0,0.0,5218471.337579617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984713.3757961784,0.0,0.0,354426751.5923567,0.0,0.0,355411464.9681529,0.0,0.0,648723566.8789809,0.0,0.0,641495541.4012738,0.0,0.0,6507006.369426752,0.0,0.0,7228025.477707006
476,476,43,21.05714285714286,35,24802728.99363057,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14003821.65605095,0.0,0.0,66340127.38853503,0.0,0.0,63694.26751592357,0.0,0.0,4112101.910828026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62228025.47770701,0.0,0.0,62228025.47770701,0.0,0.0,209491082.8025477,0.0,0.0,159936942.6751592,0.0,0.0,5060509.554140127,0.0,0.0,7410191.082802547
477,477,328,62.33333333333334,4,1115785.356687899,6,0.0,0.0,0.0,4739490.445859873,5220382.165605095,24390445.85987261,5647133.757961784,5931210.191082803,24615923.56687898,12028662.42038216,12503821.65605095,17379617.8343949,26550318.47133758,23871337.57961783,26742675.15923567,0.0,0.0,0.0,918471.3375796176,4753503.184713376,13946496.81528662,0.0,0.0,22225477.70700637,0.0,0.0,22225477.70700637,2038216.560509554,5000000.0,0.0,28725477.70700637,19466242.03821656,14417834.39490446,31278980.89171974,25049044.58598726,15185987.2611465,36821019.10828026,72563057.32484075,86973885.35031846,35573248.40764331,67845222.9299363,78671337.57961783,126114.6496815286,4793630.573248408,11759872.61146497,1247770.700636943,4717834.394904458,8302547.770700636
478,478,0,0.0,0,0.0,0,0.0,0.0,0.0,25920382.16560509,97068789.8089172,115139490.4458599,46791719.74522293,160334394.9044586,137264331.2101911,212843312.1019108,400870700.6369427,335217197.4522293,560623566.8789809,902796178.343949,810900636.9426751,6369.426751592357,10191.08280254777,10191.08280254777,459026751.5923567,364778343.9490446,413382165.6050955,0.0,0.0,117834394.9044586,15286.62420382166,735668.7898089172,118600636.9426752,11756050.95541401,209738216.5605096,7231847.133757962,136487261.1464968,487558598.7261146,408950318.4713376,148373248.4076433,697616560.5095541,416182165.6050955,2503636942.675159,2932621019.10828,3420432484.076433,2081331847.133758,2434803821.656051,2812534394.904459,293541401.2738853,239268152.866242,385994267.5159236,274518471.3375796,258540127.3885351,239464968.1528662
479,479,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,480,6,6.0,1,0.0063694267515923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552229.2993630572,511464.9681528662,6369.426751592357,604458.5987261146,573248.4076433121,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,7006.369426751592,7006.369426751592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85987.2611464968,26114.64968152866,0.0,511464.9681528662,540127.3885350318,0.0,597452.229299363,566242.0382165605,0.0,466878.9808917198,0.0,0.0,377707.0063694267,0.0,0.0,4458.598726114649,0.0,0.0,31847.13375796178,0.0
481,481,9,6.454545454545454,7,7487286.369426752,11,0.0,0.0,0.0,65517197.4522293,53078343.94904459,89171.97452229299,65517197.4522293,2027600636.942675,1975643312.101911,405960509.5541401,1123484076.433121,846628025.477707,462638216.5605096,1156914649.681529,921360509.55414,6369.426751592357,6369.426751592357,6369.426751592357,11968789.8089172,19184713.37579618,29715923.56687898,0.0,1824458598.726115,1666496815.286624,2800636.94267516,2428382165.605095,1666514649.681529,0.0,150063694.2675159,157961783.4394904,513385987.2611465,586884713.3757962,1040083439.490446,513385987.2611465,736948407.6433121,1200773248.407643,934233757.9617834,2833761783.43949,1806982802.547771,794491082.8025477,2539678980.89172,1468915286.624204,15023566.87898089,9031210.191082802,13190445.85987261,24535031.84713376,68103821.65605095,172112101.910828
482,482,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32056050.95541401,0.0,0.0,41575159.23566879,0.0,0.0,636942.6751592356,0.0,0.0,1200636.942675159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40374522.29299363,0.0,0.0,40374522.29299363,0.0,0.0,88094904.45859872,0.0,0.0,82835031.84713376,0.0,0.0,705095.5414012738,0.0,0.0,738853.5031847133
483,483,5,3.714285714285714,0,0.0,7,0.0,0.0,0.0,0.0,758598.7261146497,0.0,0.0,758598.7261146497,0.0,24714012.7388535,9465605.0955414,0.0,34938853.50318471,17753503.18471337,0.0,12738.85350318471,12738.85350318471,0.0,1457324.840764331,1716560.50955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33482165.60509554,16794904.45859873,0.0,33482165.60509554,16794904.45859873,0.0,66717834.39490446,55752866.24203821,0.0,48208280.25477707,30698726.11464968,0.0,622929.9363057325,14012.73885350318,0.0,795541.4012738853,143949.0445859873,0.0
484,484,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,485,1,1.0,0,0.0,1,0.0,0.0,0.0,270700.6369426752,976433.1210191082,741401.2738853503,270700.6369426752,976433.1210191082,741401.2738853503,20387261.14649681,48430573.24840764,53031210.1910828,59010191.08280255,85824203.82165605,107928662.4203822,6369.426751592357,6369.426751592357,6369.426751592357,3764968.152866242,4846496.815286624,5899363.057324841,3796178.343949045,24375796.17834395,36031210.1910828,3796178.343949045,24375796.17834395,36031210.1910828,0.0,102547.770700637,67515.92356687898,51719745.22292993,57475796.17834394,66671974.52229299,51719745.22292993,57578343.94904459,66739490.44585987,253400636.9426752,241726114.6496815,247722929.9363057,237998726.1146497,223303821.6560509,228174522.2929936,2446496.815286624,2550955.414012739,2228662.420382165,1752229.299363057,4385350.318471338,7057961.78343949
