Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","Оценка потенциала контрагента 1, руб.","Оценка потенциала контрагента 2, руб.",Статус,"2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2020, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2020, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2020, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2020, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2020, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2020, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2020, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2020, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2020, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2020, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2020, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2020, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2020, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2020, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2020, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB","2020, Прибыль (убыток) от продажи, RUB",Факт. 20,Факт. 21,Факт.32,Факт.31,Факт.23,Факт 24,Факт 27,Факт 33,Факт 28,Факт 29,Факт 30,Факт 40,Факт 41,Факт 42,Факт 46,Факт 48,Факт 49,Факт 50,Факт 51,Факт 54,Факт 55,Факт 56,Факт 57,Факт 58,Факт 59,Факт 60,Факт 37,Факт 39,Факт 1,Факт 2,Факт 3,Факт 7,Факт 12,Факт 14,Факт 15,Факт 16,Итого,ПДЗ 1-30,ПДЗ 31-90,ПДЗ 91-365,ПДЗ более 365
10,14,3,2.5,0,0.0,2,0,0.0,0,0.0,0,1910828.025477707,2076433.121019108,Действующая,13375.79617834395,62420.38216560509,106369.4267515924,85987.2611464968,65605.09554140127,149160509.5541401,213150955.4140127,188259235.6687898,162071337.5796178,219077070.0636943,149173885.3503185,213213375.7961783,188365605.0955414,162157324.8407643,219142675.1592357,114508280.2547771,66396815.2866242,202740127.388535,250240127.388535,204323566.8789809,431359872.611465,386428662.4203821,509375159.2356688,634580254.77707,596506369.4267516,56687.89808917197,396815.2866242038,396815.2866242038,396815.2866242038,396815.2866242038,7503821.656050955,15342675.15923567,28919108.28025478,233616560.5095541,403301910.8280255,0.0,31847133.75796178,86624203.82165605,71337579.61783439,63694267.51592357,0.0,31847133.75796178,86624203.82165605,71337579.61783439,63694267.51592357,0.0,5470700.636942675,43819108.28025477,53843949.04458599,51110191.08280255,573029299.3630573,546189171.9745222,537719745.22293,428870063.6942675,262489808.9171974,573029299.3630573,552452229.299363,582197452.2292993,491783439.4904459,348653503.1847134,764801910.8280255,735901273.8853503,924578343.9490446,856344585.987261,796622929.9363056,606207006.3694267,566869426.7515923,701822292.9936305,654863694.2675159,593496815.2866242,9884076.433121018,16464331.21019108,17281528.66242038,20189171.97452229,17421656.05095541,-432484.076433121,30698726.11464968,27756050.95541401,16823566.87898089,18495541.40127388,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,10.0,0,0,0,0
11,17,0,0.0,0,0.0,0,0,0.0,0,0.0,0,9554140.127388537,9554140.127388537,Действующая,0.0,0.0,0.0,65605.09554140127,95541.40127388536,93471974.522293,88704458.59872611,100944585.9872611,108076433.1210191,113508280.2547771,99531210.1910828,92905732.48407644,105085350.3184713,109024203.821656,114828662.4203822,144464968.1528662,227656050.955414,232242038.2165605,176700636.9426751,313897452.2292994,447635031.8471338,845670700.6369426,853603821.6560509,876883439.4904459,866601910.8280255,7850318.471337579,7850318.471337579,7850318.471337579,7850318.471337579,7850318.471337579,241333121.0191083,249252229.299363,257490445.8598726,277759235.6687898,292817197.4522293,0.0,244904458.5987261,237668789.8089172,222838853.5031847,192356687.8980892,2729936.305732484,245892993.6305732,237826114.6496815,222892993.6305732,192610191.0828025,108392993.6305732,2287898.089171974,1836942.675159235,66878.98089171974,0.0,186961146.4968153,432296815.2866242,451511464.9681528,474757324.8407643,486892993.6305732,303103184.7133758,443431847.1337579,463372611.4649681,485255414.0127388,496002547.7707006,870029936.3057325,1126967515.923567,1653594904.458599,1860641401.273885,1449078343.949044,761676433.1210191,1039514649.681529,1561664331.210191,1758073885.350318,1369619745.22293,8768152.866242038,10031210.1910828,10961783.43949044,25660509.55414013,19023566.87898089,36947133.75796178,32271337.57961783,36605095.54140127,47505095.54140127,31949681.52866242,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,10.0,0,0,0,0
12,19,0,0.0,0,0.0,0,0,0.0,0,0.0,0,63694267.51592357,63694267.51592357,Действующая,0.0,0.0,0.0,0.0,0.0,250624840.7643312,250624840.7643312,195112101.910828,186921656.0509554,169560509.5541401,267877707.0063694,267877707.0063694,212864968.1528662,198677070.0636943,180344585.9872611,252956687.8980892,252956687.8980892,295180254.77707,252684713.3757962,172121019.1082802,1237291719.745223,1237291719.745223,1533670700.636943,1659747133.757962,1679815923.566879,59261146.49681529,59261146.49681529,59261146.49681529,59261146.49681529,59261146.49681529,1256478343.949044,1256478343.949044,1573436942.675159,1610463057.324841,1639331210.191083,0.0,0.0,0.0,0.0,0.0,19434394.9044586,19434394.9044586,11632484.07643312,12904458.59872611,12340764.33121019,0.0,0.0,0.0,0.0,0.0,220947133.7579618,220947133.7579618,152475796.178344,227116560.5095541,199959872.6114649,229256687.8980892,229256687.8980892,161466878.9808917,235056687.8980892,208488535.0318471,1165898089.171974,1165898089.171974,1768051592.356688,1075808917.197452,1096045859.872612,876206369.4267516,876206369.4267516,1436126751.592357,902991719.7452228,933667515.9235668,151808280.2547771,151808280.2547771,123406369.4267516,50075159.23566879,38816560.50955414,164647770.7006369,164647770.7006369,148417834.3949045,21192993.63057325,26399363.05732484,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
13,20,10,2.323529411764706,4,2379940.114649681,34,8,2.296296296296296,3,435709.9235668789,27,22292993.63057325,23885350.31847133,Действующая,2547.770700636942,1273.885350318471,636.9426751592356,0.0,0.0,87252229.29936305,80040127.38853502,78512738.85350318,69588535.03184713,69506369.42675158,88830573.24840765,81547770.70063694,80104458.59872611,71422929.93630573,71589171.9745223,81146496.81528662,61470700.63694267,66347770.70063694,61354140.12738853,63627388.53503185,354222292.9936306,359019108.2802548,354992356.6878981,361984076.433121,377774522.2929936,10281528.66242038,10281528.66242038,10281528.66242038,10281528.66242038,10281528.66242038,406159872.611465,405315923.566879,398322929.9363057,392345859.8726115,401360509.5541401,0.0,0.0,0.0,0.0,0.0,240127.3885350318,464331.2101910828,410828.025477707,445222.9299363057,8556050.955414012,0.0,0.0,0.0,0.0,0.0,32321656.05095541,29148407.6433121,30474522.29299363,33902547.77070063,31740127.38853503,36652866.24203821,34786624.20382165,36363057.32484076,40615923.56687898,39446496.81528662,396556050.955414,398401273.8853503,412656050.955414,405317197.4522293,491098089.1719745,310721019.1082802,323068789.8089172,352445222.9299363,326584076.433121,384421656.0509554,14237579.61783439,7713375.796178344,2056687.898089172,2944585.987261146,22975159.23566879,18617197.4522293,6758598.726114649,-8398726.114649681,8830573.248407643,30884713.37579618,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
14,21,0,0.0,0,0.0,0,1,1.0,0,0.0,1,12738853.50318471,12738853.50318471,Действующая,108917.1974522293,92356.68789808916,756687.898089172,670700.6369426751,584713.3757961784,22368152.86624204,25818471.33757962,33210828.02547771,46058598.72611465,120577070.0636943,22545859.87261146,25954777.07006369,33997452.22929936,47052229.29936305,123277707.0063694,52289808.91719745,92535668.78980891,290073885.3503184,267946496.8152866,235228025.477707,120671337.5796178,153880891.7197452,490794267.5159236,560972611.4649681,553989808.9171975,4408280.25477707,4408280.25477707,4408280.25477707,4408280.25477707,4408280.25477707,84496178.34394903,105551592.3566879,284505095.5414013,312690445.8598726,350938216.5605096,0.0,0.0,0.0,88594904.45859872,94018471.3375796,1601273.885350318,1897452.229299363,2033757.961783439,93203821.65605097,101966242.0382166,13835668.78980892,51631210.1910828,62719745.22292993,165885987.2611465,123989808.9171975,43284076.43312102,20755414.01273885,175533121.0191083,36244585.98726115,92821019.10828026,57119745.22292993,72386624.20382166,238252866.2420382,202130573.2484076,224363057.3248408,480526751.5923567,537717197.4522293,1066617197.452229,756092356.687898,797847133.7579618,234621656.0509554,299315286.6242038,478896815.2866242,477057324.8407643,526808280.2547771,45539490.44585987,41580891.71974522,239212101.910828,66255414.01273885,90661783.43949044,52935668.78980891,40973885.35031847,244385987.2611465,65819108.28025477,83267515.92356688,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,0,0,0,0
15,23,0,0.0,0,0.0,0,14,11.0,2,374934.1146496815,2,3503184.713375796,3503184.713375796,Действующая,18441401.27388535,16336305.73248408,16615286.62420382,7265605.095541401,3305095.541401274,1848283439.490446,1718245859.872611,1557542038.21656,1482455414.012739,1591067515.923567,2558116560.509554,2953694904.458599,2799251592.356688,2813194904.458599,2635228025.477707,4677716560.509554,6421311464.968153,6017112101.910828,6333068789.808917,6770586624.203821,10223937579.61783,12911405732.48408,16297405732.48408,17465233121.01911,18393434394.90446,170904458.5987261,170904458.5987261,170904458.5987261,170904458.5987261,170904458.5987261,3788615286.624204,4805094267.515924,4317828662.420382,5381937579.617834,6446147770.700637,902004458.598726,756531847.133758,539292356.687898,56285987.26114649,100977070.0636943,1579526751.592357,1664096178.343949,1643989808.917197,1459581528.66242,2080898089.171974,767987261.1464968,2167207643.312102,3133234394.904459,2165592356.687898,2394853503.184713,6539887898.089171,7123972611.464968,9870810828.025476,11112218471.33758,9821964968.152866,7413912101.910828,9395910191.082802,13134838853.50318,13436908917.19745,12501616560.50955,11544752866.24204,8272190445.859872,8294041401.273885,11240819745.22293,12014494904.4586,6858380254.77707,4484455414.012738,5213312101.910828,6554822292.99363,8524163057.324841,1920212738.853503,2171510828.025477,1194026751.592357,2777153503.184713,3134768789.808917,3123698089.171974,2351700000.0,1405012738.853503,2894612101.910828,3278254777.070064,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,10.0,0,0,0,0
16,25,1,1.0,0,0.0,1,1,1.0,0,0.0,1,22611464.96815287,3503184.713375796,Действующая,129299.3630573248,116560.5095541401,103821.6560509554,119108.2802547771,659872.6114649682,14278422929.93631,14474152866.24204,15295532484.07643,15923998089.17197,17153550318.47134,56723940127.38853,88499828025.4777,76652382802.54778,73191882802.54778,47143434394.90446,5955252866.242038,4644204458.598726,10251742675.15924,13282056050.95541,14214786624.20382,48089782165.60509,17409896815.28662,29287037579.61783,44949464331.21019,18507792356.6879,1133757.961783439,1133757.961783439,1133757.961783439,1133757.961783439,1133757.961783439,48105114649.68153,54028357961.78344,69778396178.34395,98003023566.87898,25234484076.43312,52287850318.47134,47742923566.87898,29198203821.65605,15301485987.26115,32109789808.91719,52833295541.40127,48304843312.10191,29730873248.40764,15573978343.94904,32619758598.72611,12721019.10828025,25062420.3821656,16894904.45859873,1016560.50955414,6969426.751592357,3530138853.503185,3158019745.22293,5722024203.821656,3762024840.764331,7117378343.949044,3875312101.910828,3576523566.878981,6430150955.414013,4564345222.929936,7796984076.433121,36607095541.40128,50150575159.23566,64917449681.52866,72907359872.61147,72189845222.92993,16293719745.22293,19123422929.93631,23935845859.87261,27233557324.84076,29150280891.71975,12087008280.25478,21804105732.48408,30015670700.63694,35860153503.18472,32992742675.15923,13050539490.44586,21677997452.2293,31475571974.52229,36943642675.15923,35081485987.26115,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,0,0,0,0
17,26,0,0.0,0,0.0,0,0,0.0,0,0.0,0,3821656.050955414,5859872.611464968,Действующая,0.0,0.0,0.0,0.0,0.0,5135668.789808917,6840764.33121019,8225477.707006369,8779617.834394904,5645222.929936306,5135668.789808917,6840764.33121019,8548407.643312102,8779617.834394904,5645222.929936306,2865605.095541401,7105732.484076433,7364331.210191082,4194267.515923567,6623566.878980892,20992356.68789809,25324840.76433121,26619108.28025478,23426114.64968153,42572611.46496815,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,8580891.719745222,10424840.76433121,10512738.85350318,12628025.47770701,14221019.10828025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618471.337579618,0.0,13371337.57961783,17469426.75159236,21740764.33121019,23036305.73248408,19577707.00636943,20625477.70700637,17547133.75796178,21740764.33121019,24654777.07006369,19577707.00636943,33996815.2866242,219357961.7834395,322068789.8089172,338724840.7643312,336028025.477707,289947770.7006369,216583439.4904459,319233757.9617834,337096178.343949,333143949.044586,287578343.9490446,1103821.656050955,2525477.707006369,571337.5796178344,2649681.52866242,1689808.917197452,2774522.29299363,2835031.847133758,1628662.420382166,2884076.433121019,2369426.751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
18,27,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,63694267.51592357,Действующая,31210.19108280255,27388.53503184713,23566.87898089172,19745.22292993631,15923.56687898089,1565348407.643312,2129510828.025478,2015802547.7707,1944550318.471338,1951488535.031847,1870477707.006369,3012166878.980892,3065973885.350318,4000253503.184713,4809310191.082803,2594122292.99363,43294445222.92993,54334001273.88535,62764245859.87261,54188229936.30573,2618486624.203822,64617382802.54777,78130149681.52866,85634350955.41402,67069400636.94267,168433121.0191083,436273248.4076433,436273248.4076433,436273248.4076433,436273248.4076433,-1581696815.286624,1553147133.757962,895540764.3312101,-2463800000.0,-6188092993.630573,99336305.73248409,7072044585.987261,9359010191.082802,9554215923.56688,8287259235.66879,244973885.3503185,61013635668.78981,47630438853.50318,13316130573.24841,20143924840.76433,311564331.2101911,0.0,0.0,625092356.687898,6209554.140127388,5507407006.369427,4753982802.547771,32405974522.29299,77774445859.8726,56009321019.10828,5825687261.146497,5062766878.980891,32670143949.04459,78782273885.35031,57922878980.89172,209166242.0382166,6156610828.025477,16295731210.19108,13155603821.65605,12057194267.51592,103034394.9044586,6252534394.904458,16695137579.61783,17101614012.73885,17512372611.46497,-91138216.56050956,1834023566.878981,-742945859.8726114,-5046286624.203821,-6248458598.726114,106131847.133758,-95923566.87898088,-399406369.4267516,-3946010191.082802,-5455178343.949044,,,,,,,,,,10.0,,,,,,,5.0,,,,,,,,5.0,5.0,,30.0,,,,,,,,,55.0,1,1,1,0
19,28,747,113.7,25,33692930.51592357,50,363,92.77777777777776,16,11905180.96178344,27,11358598.72611465,12229299.36305732,Действующая,514051592.3566879,1021242675.159236,1061146496.815287,1087666242.038217,892619108.2802547,83233523566.87898,82813414012.73885,88735031847.13376,105590338216.5605,122761926114.6497,164306427388.535,182117920382.1656,208668152866.242,213055296815.2866,238607668789.8089,85385461783.43948,93039756687.89809,80466878980.89172,69882727388.53503,50007874522.29299,178260553503.1847,174904690445.8599,159768152866.242,129099961783.4395,124130731210.1911,3817342038.21656,3817342038.21656,3817197452.229299,3817342038.21656,3817342038.21656,200697600636.9427,216752536305.7325,214080891719.7452,190937816560.5096,162890673885.3503,60904296815.28662,50550113375.79617,53545859872.61147,67327288535.03185,97320643312.10191,68136008917.19745,57529963694.26752,60552229299.36305,74481664331.21019,104999898089.172,13246255414.01274,16153491082.80255,13900636942.67516,19367008280.25478,27972515923.56688,57210098089.17197,63737851592.35668,75387261146.49681,55094256050.95541,63901822292.99363,73733371337.57962,82740110828.02547,93803184713.3758,76735777707.00636,94847828025.4777,213527514012.7388,262297114012.7388,314540764331.2102,268672815923.5669,278394335031.8471,151609018471.3376,190734133121.0191,211112738853.5032,201329345222.9299,207557710828.0255,30137970063.69427,78110416560.50955,86884076433.12102,61017808280.25478,42743128025.47771,36219045859.87261,43613075159.23566,72423566878.9809,38626118471.33758,37857091719.74522,,,,,,,,30.0,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,40.0,1,1,1,1
20,31,13,6.285714285714286,5,5151610.50955414,7,13,9.666666666666666,3,3226880.891719745,3,11464968.15286624,11464968.15286624,Действующая,1910828.025477707,636942.6751592356,636942.6751592356,3884713.375796178,2370063.694267516,2261783439.490446,2763694267.515924,3014649681.528662,3395414012.738853,3903900000.0,5283439490.44586,4972611464.968153,3571974522.292994,3796146496.815287,12472236305.73248,335668789.8089172,450318471.3375796,386624203.821656,354689171.9745223,563785350.3184713,4015923566.878981,6343949044.585987,818471337.5796179,1250909554.140127,914012738.8535032,144585987.2611465,144585987.2611465,144585987.2611465,144823566.8789809,144823566.8789809,8961783439.490446,10934394904.4586,2666878980.89172,2906191719.745223,988393630.5732484,0.0,0.0,1371974522.292994,1616645859.872611,3764366878.980892,83439490.44585986,100000000.0,1500636942.675159,1762168152.866242,3934354140.127388,0.0,0.0,3184713.375796178,8321019.108280255,0.0,183439490.4458599,212101910.8280255,133757961.7834395,291142038.2165605,8383695541.401274,254140127.388535,282165605.0955414,222929936.3057325,378696178.343949,8463501273.88535,4485987261.146497,4323566878.980891,4520382165.605095,5453705095.541401,4850821656.050955,1812101910.828025,2120382165.605095,2330573248.407643,2333416560.509554,2209019745.22293,3005732484.076433,2471337579.617834,2422292993.630573,2852752229.299363,1861971337.579618,2430573248.407643,1917834394.904459,1847133757.961783,2704843949.044586,2219624203.821656,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,0,0,0,0
21,32,12,3.363636363636364,3,1929330.242038216,11,17,4.125,3,4995108.910828025,16,10191082.80254777,10191082.80254777,Действующая,25477.70700636943,22929.93630573248,21019.10828025478,18471.33757961783,16560.50955414013,131407006.3694267,126291082.8025478,118533121.0191083,110529936.3057325,103652866.2420382,134850955.4140127,126467515.9235669,118554140.1273885,110548407.6433121,103669426.7515924,49275796.17834394,95885987.26114649,108525477.7070064,73785350.31847133,102306369.4267516,161047770.7006369,191826751.5923567,210664968.1528662,236871974.522293,240391719.7452229,94904.45859872612,94904.45859872612,94904.45859872612,94904.45859872612,94904.45859872612,112824203.821656,131245859.8726115,160701273.8853503,201892356.6878981,199664968.1528662,125031847.133758,129490445.8598726,66242038.21656051,25477707.00636943,25477707.00636943,125031847.133758,129490445.8598726,66242038.21656051,25477707.00636943,25477707.00636943,28128025.47770701,17427388.53503185,66373248.40764331,76972611.46496814,80735668.78980891,29914649.68152866,40130573.24840764,35902547.77070063,43077707.00636943,38182802.5477707,58042675.15923566,57557961.78343949,102275796.178344,120050318.4713376,118918471.3375796,364720382.1656051,411329936.3057325,422970063.6942675,416114012.7388535,422871974.522293,271677070.0636942,302008280.2547771,317154140.1273885,298197452.2292994,291028662.4203821,13804458.59872611,25482802.5477707,36421019.10828026,48078343.94904459,79032484.07643312,33908280.25477707,52262420.3821656,51735031.84713376,65356050.95541401,83334394.9044586,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,10.0,0,0,0,0
22,33,4,3.666666666666667,0,0.0,3,30,9.625,3,536331.7898089172,8,3184713.375796178,3184713.375796178,Действующая,0.0,0.0,0.0,0.0,40764.33121019108,63837579.61783439,81124203.82165605,83270700.63694267,79736942.67515923,96082165.60509554,65042038.21656051,82270063.69426751,84214649.68152866,80787261.14649682,107110828.0254777,19019745.22292994,21377070.06369427,22495541.40127388,23412738.85350318,12841401.27388535,88543949.04458599,83435031.84713376,90486624.20382166,103608280.2547771,94310828.0254777,65605.09554140127,65605.09554140127,65605.09554140127,65605.09554140127,65605.09554140127,121629299.3630573,133695541.4012739,140836305.7324841,143429936.3057325,151512101.910828,0.0,0.0,0.0,0.0,0.0,3852866.242038216,3805095.541401274,4342038.216560509,4513375.796178344,4187898.089171974,0.0,0.0,0.0,0.0,0.0,24043949.04458599,23787261.14649681,25432484.07643312,31582165.60509554,40697452.22929936,28105095.54140127,28205095.54140127,29522929.93630573,36452229.29936305,45721019.10828026,259646496.8152866,280989171.9745223,300268152.8662421,307186624.2038217,341356050.955414,247482802.5477707,262739490.4458598,287241401.2738853,295631210.1910828,327632484.0764331,11484076.43312102,15772611.46496815,9266878.98089172,7629299.363057325,10463057.32484076,11489171.97452229,16946496.81528663,11635031.84713376,10136942.67515923,12201910.82802548,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,0,0,0,0
23,34,0,0.0,0,0.0,0,17,17.0,1,2036519.541401274,1,8709760.50955414,8726114.649681529,Действующая,1101910.828025478,917197.4522292992,733121.0191082802,565605.0955414013,390445.8598726115,414475796.178344,739819108.2802547,772554777.0700637,713812738.8535031,802666242.0382165,745466242.0382165,814654140.1273885,906138853.5031848,924385987.2611464,1048721019.10828,755429936.3057325,680920382.1656051,566789171.9745222,788371337.5796179,962521019.1082802,1584300636.942675,1219351592.356688,1002589171.974522,1677626751.592357,1874092993.630573,71337579.61783439,71337579.61783439,71337579.61783439,71337579.61783439,71337579.61783439,550865605.0955414,250205732.4840764,84305095.54140127,17156687.89808917,44081528.66242038,364331210.1910828,122292993.6305732,805995541.4012738,39351592.3566879,102034394.9044586,429573248.4076433,177884076.433121,960260509.55414,246130573.2484076,222507006.3694268,691162420.3821656,872735668.7898089,198194267.5159236,1193177707.006369,1098117197.452229,622694267.5159235,545991719.7452229,494584713.3757961,1059898089.171975,1386136305.732484,1349328025.477707,1605915923.566879,864162420.3821656,2338725477.707006,2656225477.707006,1507157324.840764,1506073885.350318,1243119745.22293,1488781528.66242,2184076433.121019,995767515.9235668,1040878980.89172,811074522.2929935,1054981528.66242,1734964331.210191,12990445.85987261,-26285987.2611465,4919108.280254777,36868152.86624204,52375159.23566879,226645859.8726115,165853503.1847134,105040127.388535,138578980.8917197,133966242.0382166,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,0,0,0,0
24,38,0,0.0,0,0.0,0,5,4.666666666666667,0,0.0,3,269710484.8917197,363057324.8407643,Действующая,1845222.929936306,53279617.8343949,42309554.14012738,47496178.34394904,59226751.59235669,439101910.8280255,727347770.7006369,809235031.8471338,732549044.5859872,974338216.5605096,466757961.7834395,868664968.1528662,851544585.987261,1082319108.280255,1097824203.821656,63111464.96815287,132597452.2292994,196931847.1337579,202457324.8407643,353721656.0509554,400163057.3248407,362898089.1719745,550431210.1910828,518901910.8280255,888752229.299363,1603184.713375796,1603184.713375796,1603184.713375796,1603184.713375796,1603184.713375796,141400000.0,233265605.0955414,362733121.0191083,512821656.0509554,810714012.7388535,261707643.3121019,395384713.3757961,455742038.2165605,610729299.3630573,628131210.1910828,438761783.4394904,589096815.2866242,701892356.687898,802043312.1019108,799163694.2675159,0.0,0.0,0.0,0.0,0.0,284277070.0636942,403737579.6178344,333090445.8598726,281225477.7070063,371398089.1719745,286759235.6687898,409200636.9426751,337350318.4713376,286356050.955414,376698726.1146497,834167515.9235668,1048424203.821656,1735392993.630573,2101010828.025478,2680025477.707006,732800636.9426751,843056687.8980892,1397642038.21656,1619789808.917197,1960884713.375796,24929936.30573248,102226114.6496815,159319745.2229299,188414012.7388535,386477070.0636942,33775796.17834394,98592356.68789808,196627388.5350318,294408917.1974522,520096178.343949,,,,,,,,,,,,,,,,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,15.0,0,0,0,0
25,39,14,4.377777777777778,17,29908212.52866243,45,23,7.568181818181818,24,52352862.57961782,44,70063694.26751593,70063694.26751593,Действующая,0.0,0.0,0.0,0.0,0.0,233785987.2611465,214750955.4140127,201549044.5859872,210656050.955414,216505095.5414013,523770063.6942675,390543949.0445859,328745859.8726115,337591082.8025478,349500636.9426752,632858598.7261146,640215286.6242038,894791082.8025477,992092356.687898,1450535031.847134,1286235668.789809,1417732484.076433,1655166242.038217,1867394904.458599,2423319108.280255,78343.94904458598,78343.94904458598,78343.94904458598,78343.94904458598,78343.94904458598,1127757324.840764,1187474522.292994,1231848407.643312,1314861146.496815,1750258598.726115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251014012.7388535,180916560.5095541,212945859.8726115,358787898.0891719,423935031.8471338,429924840.7643312,438771337.5796178,537380254.77707,529714649.6815286,596636305.7324841,682248407.6433121,620801910.8280255,752063694.2675159,890124840.7643312,1022561146.496815,1561104458.598726,1590882802.547771,1937238216.560509,2159308917.197452,2840623566.878981,1410242675.159236,1457558598.726115,1790134394.904459,1966366242.038217,2173326114.649682,83612101.91082802,88012101.91082802,73278980.89171974,122119745.2229299,571409554.1401274,120779617.8343949,96171337.57961784,105588535.0318471,150001910.8280255,620297452.2292993,,,,,,,,,,,,,,,,,5.0,10.0,,5.0,,,,,5.0,5.0,,,,,,,,,,,30.0,0,0,0,0
