Наименование ДП,Факт. 1,Факт. 2,Факт. 3,Факт. 4,Факт. 5,Факт. 6,Факт. 7,Факт. 8,Факт. 9,Факт. 10,Факт. 11,Факт. 12,Факт. 13,Факт. 14,Факт. 15,Факт. 16,Факт. 17,Факт. 18,Факт. 19,Факт. 20,Факт. 21,Факт. 22,Факт. 23,Факт. 24,Факт. 25,Факт. 26,Факт. 27,Факт. 28,Факт. 29,Факт. 30,Факт. 31,Факт. 32,Факт. 33,Факт. 34,Факт. 35,Факт. 36,Факт. 37,Факт. 38,Факт. 39,Факт. 40,Факт. 41,Факт. 42,Факт. 43,Факт. 44,Факт. 45,Факт. 46,Факт. 47,Факт. 48,Факт. 49,Факт. 50,Факт. 51,Факт. 52,Факт. 53,Факт. 54,Факт. 55,Факт. 56,Факт. 57,Факт. 58,Факт. 59,Факт. 60,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB"
10,Х,Х,100,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,10,10,140.0,54,17.84210526315789,144,77052008.55414009,171,40617197.4522293,67357324.84076433,112451592.3566879,237673885.3503185,55047177707.00637,57665553503.18471,63105257961.78344,83178399363.05733,202659293630.5732,190506982802.5478,186463100636.9426,212799396178.344,17311860509.55414,21012832484.07643,24092142675.15924,29891915923.56688,82835357324.84076,84908889171.97452,62349766242.03822,103803100636.9427,5335668.789808917,5335668.789808917,5335668.789808917,5335668.789808917,92676177707.00636,116866968789.8089,112583657961.7834,115053062420.3822,114844026114.6497,69194505095.5414,88849105095.5414,124945420382.1656,121213183439.4904,75275508917.19745,95423433121.0191,132067687898.0892,45149244585.98726,57605502547.7707,13606219108.28025,36728138216.56051,24577015286.6242,23874052866.24204,25141844585.98726,30926922292.99363,71605289808.91719,83273394267.51591,40805775796.17834,69481746496.81528,194462620382.1656,229000263694.2675,275651303821.6561,291457262420.3821,134012985987.2611,166391112101.9108,189451666242.0382,222468184076.4331,67848528662.42038,93019263057.32484,88172105732.48407,76250080891.71974,43231555414.01273,44117101910.82803,64321452866.24204,40146497452.2293
11,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,40.0,3,1.666666666666667,0,0.0,3,0.0,0.0,0.0,0.0,100513375.7961783,101701910.8280255,96886624.20382166,90912738.85350318,115938853.5031847,116789171.9745223,116119745.2229299,117794267.5159236,54693630.57324841,58904458.59872611,43500636.94267516,11010828.02547771,182306369.4267516,187145222.9299363,194750955.4140128,135982165.6050955,22292.99363057325,22292.99363057325,22292.99363057325,22292.99363057325,86824203.82165605,86266242.03821656,66761783.43949044,35086624.20382165,41273885.35031847,28216560.50955414,15222929.93630573,4076433.121019108,42610828.02547771,30149681.52866242,17129936.30573248,5894267.515923566,131385350.3184713,151992993.6305732,188929299.3630573,145310191.0828025,35564968.15286624,33636305.73248407,36165605.0955414,65691082.80254777,168810191.0828025,187518471.3375796,226978980.8917197,212795541.4012739,579645222.9299363,768180891.7197452,676472611.4649681,424861146.4968153,490153503.1847134,682882802.5477706,615086624.2038217,388774522.2929936,7221019.108280255,507643.3121019108,-23676433.1210191,-39412738.85350318,33307006.36942675,24549044.58598726,3742038.21656051,-8559872.611464968
12,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,12,3.083333333333333,5,1456732.656050955,36,0.0,0.0,0.0,0.0,67622929.93630573,62559872.61146496,58159235.66878981,49246496.81528662,96049681.5286624,75084713.37579617,58635031.84713376,49613375.79617834,150803821.656051,165670700.6369427,218949681.5286624,328957961.7834395,267912101.910828,402307643.3121019,400156687.8980892,542397452.2292993,720382.1656050956,720382.1656050956,720382.1656050956,720382.1656050956,177713375.7961783,180581528.6624204,182270700.6369427,184489808.9171974,41325477.70700637,51668789.8089172,26114649.68152866,114649044.5859872,41712738.85350318,52056050.95541401,26501910.82802548,115036305.7324841,44909554.14012738,37503184.71337579,66878980.89171974,27834394.9044586,99626114.64968152,207251592.3566879,183140127.3885351,264650318.4713376,144535668.7898089,244754777.0700637,250019108.2802548,292484713.3757961,530453503.1847134,599661783.4394904,694632484.0764331,637400636.9426751,513868152.866242,582274522.2929937,669937579.6178343,609470063.6942675,3811464.968152866,4598089.171974522,6168152.866242038,9601910.828025475,16585350.31847134,17387261.14649681,24694904.45859873,27930573.24840764
13,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,5,2.230769230769231,0,0.0,13,0.0,0.0,0.0,0.0,168522292.9936306,160982165.6050955,213025477.7070064,212961783.4394904,5788577707.00637,5795498089.171974,5259647133.757961,4960145859.872611,2062121656.050956,2698771974.522293,1877126114.649682,1611080254.77707,4656152229.299363,3917297452.229299,3025082802.547771,2787994904.458599,170700.6369426752,170700.6369426752,170700.6369426752,170700.6369426752,1845685987.261146,1974340764.33121,2016145222.929936,2057504458.598726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7351321656.050955,7136992356.687898,5690907643.312101,5337441401.273885,8599043949.044586,7738454777.070064,6268584713.375796,5690636305.732484,995016560.509554,1714094267.515924,1705433121.019108,2284331847.133758,778989171.9745222,1460926751.592357,1507584076.433121,1955467515.923567,108722929.9363057,161247770.7006369,54520382.16560509,54171337.57961784,37798089.17197452,87324203.82165605,29682802.5477707,159353503.1847134
14,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,13375.79617834395,62420.38216560509,106369.4267515924,85987.2611464968,149160509.5541401,213150955.4140128,188259235.6687898,162071337.5796178,149173885.3503185,213213375.7961784,188365605.0955414,162157324.8407643,114508280.2547771,66396815.2866242,202740127.3885351,250240127.3885351,431359872.611465,386428662.4203821,509375159.2356688,634580254.77707,56687.89808917197,396815.2866242038,396815.2866242038,396815.2866242038,7503821.656050955,15342675.15923567,28919108.28025478,233616560.5095541,0.0,31847133.75796178,86624203.82165605,71337579.61783439,0.0,31847133.75796178,86624203.82165605,71337579.61783439,0.0,5470700.636942675,43819108.28025477,53843949.04458599,573029299.3630573,546189171.9745222,537719745.22293,428870063.6942675,573029299.3630573,552452229.299363,582197452.2292993,491783439.4904459,764801910.8280255,735901273.8853503,924578343.9490446,856344585.987261,606207006.3694267,566869426.7515923,701822292.9936305,654863694.2675159,9884076.433121018,16464331.21019108,17281528.66242038,20189171.97452229,-432484.076433121,30698726.11464968,27756050.95541401,16823566.87898089
15,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,22,11.1,8,2565653.917197452,10,4458.598726114649,3184.713375796178,2547.770700636942,1910.828025477707,250407643.3121019,259369426.7515924,373128025.477707,392966242.0382165,515383439.4904459,527526114.6496815,642540764.3312101,662336305.7324841,169044585.9872611,216674522.2929936,340383439.4904459,300154777.0700637,520952229.299363,548629936.3057325,702433121.0191083,724329299.3630573,3143312.101910828,3143312.101910828,3143312.101910828,3143312.101910828,271628025.477707,303190445.8598726,324971337.5796178,350356050.955414,445859872.611465,501988535.0318471,407107006.3694267,500707643.3121019,456298726.1146497,512550955.4140127,416980891.7197452,513833121.0191082,0.0,0.0,227924203.821656,136235031.8471338,295750318.4713376,255295541.4012739,371597452.2292994,380276433.1210191,308408917.1974522,260414649.6815286,603021656.0509554,522476433.1210191,1124592356.687898,1155622929.936306,1166204458.598726,1467961783.43949,849312738.8535031,902661146.4968152,904256687.8980892,1207708280.254777,39271974.52229299,41099363.05732484,42890445.85987261,51215286.62420382,114982165.6050955,123466242.0382166,129052229.299363,152399363.0573248
16,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,44409554.14012738,47219745.22292993,47102547.77070063,59908280.25477707,49314012.7388535,51989808.91719745,49947770.70063694,60969426.75159235,67989171.9745223,10715923.56687898,18661146.49681529,20245222.9299363,154119745.2229299,142394267.5159236,143126114.6496815,137031847.1337579,20996815.2866242,20996815.2866242,20996815.2866242,20996815.2866242,85652866.24203822,92896178.34394903,111881528.6624204,119812101.910828,0.0,0.0,0.0,0.0,8354140.127388535,5902547.770700636,6626751.592356687,4692356.687898089,0.0,0.0,0.0,0.0,106701273.8853503,90117834.39490443,66932484.07643312,64491719.74522293,109426751.5923567,95585987.26114649,74565605.0955414,73496815.28662421,170498726.1146497,298355414.0127388,399285987.2611465,498419745.2229299,160300000.0,240438853.5031847,331794904.4585987,428728662.4203821,9197452.229299365,27620382.16560509,30610828.02547771,27367515.92356688,10198726.11464968,22557961.78343949,28552866.24203822,27134394.9044586
17,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,0,0.0,0,0.0,0,0.0,0.0,0.0,65605.09554140127,93471974.522293,88704458.59872611,100944585.9872612,108076433.1210191,99531210.1910828,92905732.48407644,105085350.3184713,109024203.821656,144464968.1528662,227656050.955414,232242038.2165605,176700636.9426751,447635031.8471338,845670700.6369426,853603821.6560509,876883439.4904459,7850318.471337579,7850318.471337579,7850318.471337579,7850318.471337579,241333121.0191083,249252229.299363,257490445.8598726,277759235.6687898,0.0,244904458.5987261,237668789.8089172,222838853.5031847,2729936.305732484,245892993.6305732,237826114.6496815,222892993.6305732,108392993.6305732,2287898.089171974,1836942.675159235,66878.98089171974,186961146.4968153,432296815.2866242,451511464.9681528,474757324.8407643,303103184.7133758,443431847.133758,463372611.4649681,485255414.0127388,870029936.3057325,1126967515.923567,1653594904.458599,1860641401.273885,761676433.1210191,1039514649.681529,1561664331.210191,1758073885.350318,8768152.866242038,10031210.1910828,10961783.43949044,25660509.55414013,36947133.75796178,32271337.57961783,36605095.54140128,47505095.54140128
18,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,0,0.0,0,0.0,0,438853.5031847134,403184.7133757962,406369.4267515923,5568789.808917197,57715923.56687898,68599363.05732484,82795541.40127388,428924203.8216561,76944585.98726115,87787898.08917198,138063057.3248408,496138216.5605096,69178980.89171974,129153503.1847134,127187261.1464968,106841401.2738853,196871337.5796178,289754777.0700637,311816560.5095541,225033757.9617834,16279617.8343949,16279617.8343949,16279617.8343949,16279617.8343949,118407006.3694267,123735668.7898089,129315923.566879,135135031.8471338,87574522.29299362,180912101.910828,198985350.3184713,199000636.9426752,87820382.1656051,181601273.8853503,199743312.1019108,425573885.3503184,266878.9808917197,316560.5095541401,313375.7961783439,10919745.22292994,67321656.05095541,71889171.9745223,120328025.477707,149347133.7579618,67588535.03184713,72205732.48407643,120820382.1656051,160463057.3248408,765759235.6687897,712593630.5732484,683632484.0764331,714416560.5095541,614875159.2356688,614763057.3248408,590376433.1210191,611747133.7579618,41878980.89171974,8956050.955414012,9294904.458598724,8880254.777070064,45029936.30573248,12180254.77707006,16999363.05732484,21954140.12738853
19,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,250624840.7643312,250624840.7643312,195112101.910828,186921656.0509554,267877707.0063694,267877707.0063694,212864968.1528662,198677070.0636943,252956687.8980892,252956687.8980892,295180254.77707,252684713.3757962,1237291719.745223,1237291719.745223,1533670700.636943,1659747133.757962,59261146.49681529,59261146.49681529,59261146.49681529,59261146.49681529,1256478343.949044,1256478343.949044,1573436942.675159,1610463057.324841,0.0,0.0,0.0,0.0,19434394.9044586,19434394.9044586,11632484.07643312,12904458.59872611,0.0,0.0,0.0,0.0,220947133.7579617,220947133.7579617,152475796.178344,227116560.5095541,229256687.8980892,229256687.8980892,161466878.9808917,235056687.8980892,1165898089.171974,1165898089.171974,1768051592.356688,1075808917.197452,876206369.4267516,876206369.4267516,1436126751.592357,902991719.7452228,151808280.2547771,151808280.2547771,123406369.4267516,50075159.23566879,164647770.7006369,164647770.7006369,148417834.3949045,21192993.63057325
20,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,8,2.296296296296296,3,435709.9235668789,27,2547.770700636942,1273.885350318471,636.9426751592356,0.0,87252229.29936305,80040127.38853502,78512738.85350318,69588535.03184713,88830573.24840765,81547770.70063694,80104458.59872611,71422929.93630573,81146496.81528662,61470700.63694267,66347770.70063694,61354140.12738853,354222292.9936306,359019108.2802548,354992356.6878981,361984076.433121,10281528.66242038,10281528.66242038,10281528.66242038,10281528.66242038,406159872.611465,405315923.566879,398322929.9363057,392345859.8726115,0.0,0.0,0.0,0.0,240127.3885350318,464331.2101910828,410828.025477707,445222.9299363057,0.0,0.0,0.0,0.0,32321656.05095541,29148407.6433121,30474522.29299363,33902547.77070063,36652866.24203821,34786624.20382165,36363057.32484076,40615923.56687898,396556050.955414,398401273.8853503,412656050.955414,405317197.4522293,310721019.1082802,323068789.8089172,352445222.9299363,326584076.433121,14237579.6178344,7713375.796178344,2056687.898089172,2944585.987261146,18617197.4522293,6758598.726114649,-8398726.114649681,8830573.248407643
21,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,1,1.0,0,0.0,1,108917.1974522293,92356.68789808916,756687.898089172,670700.6369426751,22368152.86624204,25818471.33757961,33210828.02547771,46058598.72611465,22545859.87261146,25954777.07006369,33997452.22929936,47052229.29936305,52289808.91719745,92535668.78980891,290073885.3503184,267946496.8152866,120671337.5796178,153880891.7197452,490794267.5159236,560972611.4649681,4408280.25477707,4408280.25477707,4408280.25477707,4408280.25477707,84496178.34394903,105551592.3566879,284505095.5414013,312690445.8598726,0.0,0.0,0.0,88594904.45859872,1601273.885350318,1897452.229299363,2033757.96178344,93203821.65605097,13835668.78980892,51631210.1910828,62719745.22292993,165885987.2611465,43284076.43312102,20755414.01273885,175533121.0191083,36244585.98726115,57119745.22292993,72386624.20382166,238252866.2420382,202130573.2484076,480526751.5923567,537717197.4522293,1066617197.452229,756092356.687898,234621656.0509554,299315286.6242038,478896815.2866242,477057324.8407643,45539490.44585987,41580891.71974522,239212101.910828,66255414.01273885,52935668.78980891,40973885.35031847,244385987.2611465,65819108.28025477
22,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,21390445.85987261,20007643.31210191,19044585.98726114,18442038.21656051,22926114.64968153,21525477.70700637,20354140.12738853,19712101.91082802,4706369.426751592,4028025.477707006,4205095.541401274,2335668.789808917,12417197.4522293,8735031.847133758,9931210.191082802,7308280.25477707,26114.64968152866,26114.64968152866,26114.64968152866,26114.64968152866,10875796.17834395,6984076.433121019,8089171.974522293,7870700.636942674,0.0,8331210.191082803,1910828.025477707,4757961.78343949,657961.7834394904,9008917.197452229,2603184.713375796,5476433.121019108,7303821.656050955,2329936.305732484,5833121.01910828,6788535.031847133,16506369.42675159,11936942.67515924,13759235.66878981,6884076.433121019,23810191.08280255,14267515.92356688,19592356.68789809,13672611.46496815,69877707.00636943,75361146.49681528,76477707.00636943,75753503.18471338,10514649.68152866,8706369.426751591,6092356.687898089,8094904.458598725,2420382.165605095,-3849044.585987261,1524203.821656051,-126751.5923566879,2923566.878980892,-2157961.78343949,2353503.184713376,565605.0955414013
23,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,10,Х,Х,Х,10,Х,Х,Х,10,Х,40.0,14,11.0,2,374934.1146496816,2,18441401.27388535,16336305.73248408,16615286.62420382,7265605.095541401,1848283439.490446,1718245859.872611,1557542038.21656,1482455414.012739,2558116560.509554,2953694904.458599,2799251592.356688,2813194904.458599,4677716560.509554,6421311464.968153,6017112101.910828,6333068789.808917,10223937579.61783,12911405732.48408,16297405732.48408,17465233121.01911,170904458.5987261,170904458.5987261,170904458.5987261,170904458.5987261,3788615286.624204,4805094267.515924,4317828662.420382,5381937579.617834,902004458.598726,756531847.133758,539292356.687898,56285987.26114649,1579526751.592357,1664096178.343949,1643989808.917198,1459581528.662421,767987261.1464968,2167207643.312102,3133234394.904459,2165592356.687898,6539887898.089171,7123972611.464968,9870810828.025476,11112218471.33758,7413912101.910828,9395910191.082802,13134838853.50318,13436908917.19745,11544752866.24204,8272190445.859872,8294041401.273885,11240819745.22293,6858380254.77707,4484455414.012738,5213312101.910828,6554822292.99363,1920212738.853503,2171510828.025477,1194026751.592357,2777153503.184713,3123698089.171974,2351700000.0,1405012738.853503,2894612101.910828
24,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,10,Х,Х,Х,Х,Х,Х,Х,Х,Х,20.0,1,1.0,0,0.0,1,57324.84076433121,122292.9936305732,118471.3375796178,138853.5031847134,515138216.5605096,536027388.5350319,523979617.8343949,514985350.3184713,529111464.9681528,549759235.6687897,536939490.4458599,528407006.3694267,472802547.7707006,489887898.089172,546484713.3757962,610864331.210191,1109977707.006369,1226373248.407643,1481211464.968153,1691128025.477707,818471.3375796179,818471.3375796179,818471.3375796179,818471.3375796179,987701910.8280256,1054326114.649681,1054331847.133758,1070042038.21656,0.0,0.0,0.0,0.0,39746496.81528662,49418471.33757962,58749681.52866242,66025477.70700637,222597452.2292994,239466878.9808917,241873885.3503185,261429936.3057325,373505095.5414013,411628662.4203821,643370700.6369426,799222929.9363056,611640764.3312101,672387898.089172,905069426.7515924,1083467515.923567,3481974522.292993,3774565605.095541,3930540127.388535,4339277707.00637,2871745859.872612,3094824203.821656,3344158598.726115,3638257324.840764,94914649.68152866,100570700.6369427,21187898.08917197,44974522.29299363,164752229.299363,157731847.1337579,82966878.98089172,120354140.1273885
25,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,1,1.0,0,0.0,1,129299.3630573248,116560.5095541401,103821.6560509554,119108.2802547771,14278422929.93631,14474152866.24204,15295532484.07643,15923998089.17197,56723940127.38853,88499828025.4777,76652382802.54778,73191882802.54778,5955252866.242038,4644204458.598726,10251742675.15924,13282056050.95541,48089782165.60509,17409896815.28662,29287037579.61783,44949464331.21019,1133757.961783439,1133757.961783439,1133757.961783439,1133757.961783439,48105114649.68153,54028357961.78344,69778396178.34395,98003023566.87898,52287850318.47134,47742923566.87898,29198203821.65605,15301485987.26115,52833295541.40127,48304843312.10191,29730873248.40764,15573978343.94904,12721019.10828026,25062420.3821656,16894904.45859873,1016560.50955414,3530138853.503185,3158019745.22293,5722024203.821656,3762024840.764331,3875312101.910828,3576523566.878981,6430150955.414013,4564345222.929936,36607095541.40128,50150575159.23566,64917449681.52866,72907359872.61147,16293719745.22293,19123422929.9363,23935845859.87261,27233557324.84076,12087008280.25478,21804105732.48408,30015670700.63694,35860153503.18472,13050539490.44586,21677997452.2293,31475571974.52229,36943642675.15923
26,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,5135668.789808917,6840764.33121019,8225477.707006369,8779617.834394904,5135668.789808917,6840764.33121019,8548407.643312102,8779617.834394904,2865605.095541401,7105732.484076433,7364331.210191082,4194267.515923567,20992356.68789809,25324840.76433121,26619108.28025478,23426114.64968153,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,8580891.719745222,10424840.76433121,10512738.85350318,12628025.47770701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618471.337579618,0.0,17469426.75159236,21740764.33121019,23036305.73248408,19577707.00636943,17547133.75796178,21740764.33121019,24654777.07006369,19577707.00636943,219357961.7834395,322068789.8089172,338724840.7643312,336028025.477707,216583439.4904459,319233757.9617834,337096178.343949,333143949.044586,1103821.656050955,2525477.707006369,571337.5796178344,2649681.52866242,2774522.29299363,2835031.847133758,1628662.420382166,2884076.433121019
